Artista;Cancion;Lyrics;Etiqueta;Expresion
anuelaa;McGregor;"

Hermano, mándame un saludo, cabrón, que tú eres el titán
¡Tú eres el ídolo, cabrón!
¡Maldito ídolo, genio!
¡Mundial, ídolo supremo!
¡Maldito genio!, marico, eres el monstruo, bro
¡Eres la maquina!, marico, diablo', weon, ¡no puede ser!
¡La leyenda!
Dicen que el dinero no es todo pero
Tus hijo' no van a comer de un legado o de una trayectoria
Por eso yo lo hago por el dinero
¡Brr!, ¿ah?

Ey, yo soy el más odia'o (El más odia'o)
McGregor en el octágono
Gane o pierda, yo soy el más paga'o (McGregor)
Un millón por un show
Sin soltar una canción en cinco mese', en verda' que dije wow (Un millón)
Ya ni me quieren en los premio' porque la realida' e' que to' el mundo sabe que yo siempre estoy arma'o (Brr)
Y yo soy tan hijo de puta que ya yo ni estoy con Karol y el tatuaje nunca me lo he borra'o (¡Jaja!)
Tengo un diablo en el hombro hablándome y un ángel en el Rolls Royce (Endemonia'o), ey (Ey)
Lo logramo', to' el mundo me está comparando con Yankee y con Don (¡Jaja!), ey
Tengo un AK pistol en el carro, cabrón, soy Ben Wallace en Detroit, ey (Brr)
Le doy de'o al gatillo y toda' las balas te entran sin condón (Brr)

Dinero está entrando (Uah)
Federale' 'vestigando (Uah)
Má' rifle' 'toy comprando (Brr)
Mi' diablo' cazando

¿Quién carajo eres tú? (¿Quién carajo eres tú?)
¿Quién carajo eres tú? (¿Quién carajo eres tú?)
Bendicione' pa' to' mis hermano', dinero y salu' (Dinero y salu')
¿Quién carajo eres tú? (Ey)
¿Quién carajo eres tú? (¿Quién carajo eres tú?)
El respeto se gana, aquí tú traiciona' y vas pa'l ataú' (Vas pa'l ataú'), brr (Yeah)

Cabrón, yo tengo hermano', no tengo amigo' (Amigo')
Son hijaeputa', to's asesino' (Asesino')
Le dimo' dedo al 47 y se vino (Brr)
Y ahora hay uno tira'o al frente 'el casino (Brr)
Ángele' y demonio' en la cabina
La corta debajo 'e la jersey de Yadier Molina, ya to' esto rutina
Los de cien son azule' como el pelo de Carolina (¿Ah?)
Yo llego pa' los GRAMMYs, dejo el palo en el carro con tres peine' de banano', brr (Ey)
Ando con par de cubano, pero aquí se fuma pasto, aquí no se fuma habano' (Ey)
Los ojo' rojo' como el diablo y sienten la vibra de un demonio cuando yo camino (¿Ah? Endemonia'o)
¿Qué tú quiere'? ¿Que te secuestremo' y que te matemo' torura'o o que te matemo' a tiro'?
Te voy a meter Biri Bam Bam porque a la .40 le puse Selena
Que Dios me perdone, pero aquí matamo' a Juda' en la última cena (Amén)
Me encantan las blanquita', pero estoy enamora'o de la .30 que es morena (¡Jaja!)
Yo estoy bien millonario y el cabrón que me arrestó está esperando la quincena (¿Ah?), brr

Yo soy Tyson en el '96 ('96)
Y Kobe postea'o tirando el fade away (Fade away)
Cabrón, yo le dije a mi armero (Brr)
Que el AK pistol los parte como la pierna de McGregor (Jaja)
Te metemo' treintaiocho en la carota como Jordan en el Flu Game (Brr)
En el Lambo Bruce Wayne
Tú no fueras Drake si yo no fuera Litle Wayne (¿Ah?), ¡brr!
Millonario sin un GRAMMY (Sin un GRAMMY)
Sin un GRAMMY le compré una casa 'e dos millone' a mami (Amén)
Cinta amarilla y tiza (Brr)
El que quiera pauta se la damo' con un RIP en las camisa' (¡Jaja!)
Mere cabrón, ¿te vas a hacer?
En el género nadie va a hacer lo que yo pude hacer (¿Ah?)
Vete preso a hacer tiempo
Y que el juez te de tre' año y pega toa' las cancione' que pegué
Y saca un álbum el día de release (Tú sabe')
Y ponlo número uno cómo yo cuando salí
Nadie creía en mí
Y en el comercial de las Nike con las Jordan, ahí si que me fui (Los intocables, los Illuminati')
Y gracias Dios mío por contestarle a mami toda' sus oracione' (Amén)
Acabé de cerrar la gira del 2022 en ciento y pico 'e millone' (¡Jaja!)
¡Brr!
";0;
antonioaguilar;La Chancla;"
Cuando tiro un zapato ahí se queda

Creias que no había de hallar
Amor como el que perdí
Tan al pelo lo jallé
Que ni me acuerdo de ti
Una sota y un caballo
Burlarse querían de mí, ¡ay!

Malhaya quien dijo miedo
Si para morir nací

Amigos les contaré
Una acción particular
Si me queren sé querer
Si me olvidan sé olvidar

Nomás un orgullo tengo
Que a naiden le sé rogar, ¡ay!
Que la chancla que yo tiro
No la vuelvo a levantar

Huy no lloro no mas chiyo
Que vivan los solteros
Que mueran los casados
";0;
antonioaguilar;A Medias De La Noche;"

A medias de la noche, te soñaba
Te soñaba abrazándote conmigo
Pero hay que sueño, tan profundo es el amor

Despierta, mamacita ya no duermas
Despierta, de ese sueño seductor
Tomaremos copas llenas de licor
Pero hay que sueño tan profundo es el amor
";0;
cafetacuba;No Controles;"

No controles mi forma de pensar
porque es total
y a todo el mundo gusto, porque

no controles mi forma de actuar
porque es total,
y a todo el mundo gusto, porque

no controles mi forma de bailar
porque es total,
y a todo el mundo gusto, porque

no controles mi forma de mirar
porque es total,
y a todo el mundo gusto

No controles mis sentidos,
no controles mis vestidos
";0;
monlaferte;Entre El Delirio Y La Locura;"

Dime, ¿Cómo hacer?
Para tener por siempre tu querer
Dime si puedo hacerte mío
Eternamente

Dime tú, ¿Por qué?
Si juras que soy todo para ti
Porque te callas y te vas
Sin decir nada

Dime, ¿Para qué?
Me das el universo con tu piel
Y bajas las estrellas sin saber
Si en verdad tú me amas

Vivo entre el delirio y la locura
Subo al cielo con tus besos
Y despierto y no te tengo

Así yo vivo entre el delirio y la locura
Me regalas hoy la Luna
Y luego lo ocultas
Como el sol
Como el sol
Como el sol

Dime en realidad
Si quieres entregarme el corazón
Dime, si es cierto que tu amor
Es solo para mí

Ay, dame la razón
De toda la dulzura que me das
Si yo te busco en la mañana
Y ya no estás



";0;
pablochille;Im Sorry Mami;"

Blopa es que tu me tienes loca

I'm sorry mami
Voy detrás de money
Sigo fresh efectivo en mi mente shorty
En la calle soy real me mantengo firme
Sin cuarenta en la cintura
Me respetas homie

I'm sorry mami
Voy detrás del money
No bitches, oro hielo en mi cuello shorty
Tu si quieres en la calle lo vendemos homie
En los block de la pintana me vivo la movie

Trapper King mucho ice mucho booty
I'm sorry me estoy buscando el money, Ey
Una bitches que esta yummy yummy
Contando billetes en el hotel con una Domi
Correa Gucci mucho efectivo
La nueva sangre y el nuevo trap vivo, Ey
Cargo un porte y de una los derribo
Y me la busque porque siempre estoy activo
Y sigo sigo
En la calle me respetan
Porque mi nombre y letra pesan, Ey
Jesucristo en mi cuello y mi abuela por mi que reza
Y nunca le bajo porque esto recién empieza
Aquí ustedes no pueden estar
Soy un súper trapstar
Con ganadores ni uno que resta
Y la emi la mande acostar

Traficando a mi manera como Dela y Arca
Solo fino de la indoor no movemos chirca
No me mire como niño
Aquí la pera afirma
Con los míos en la calle coronamos libra
O sagitario
Lleno el calendario
Tengo bitches que me explotan como en la radio
No mencione mi nombre al frente e' los sicarios
El problema que te salta si son mis hermanos
No money no show
Fuck the police
Rebel me los paso a to'
En la calle soy un fucking rich
Young boss
El que te la rompe de menor
Shishi boy

I'm sorry so sorry
Discúlpame mami
Si no te hablo ma'
Es que me fui a los Miami
Una stripper chilenita me reconoció al mirarme
Di que ahí se llame Stacy pero su nombre era Cami
Hice llover dinero y lo demás salió de grati'
Ando corte Chief Keef porque i don't like notaries
Disculpa yo no quiero vulva quiero boca
Estoy sin tiempo, ando en la busca de las luca'
Nunca ando en chuca si se trata de la plata ¡nunca!
Aguja con la yuta porque siempre hay una rata
Free Tame Free Juli Free Mamixo el de las pacas ¡free!
Pura música pero con la mafia Frank Sinatra ¡mafiaa!

I'm so' sorry bebe
Ey yordano el menor
Solo quiero mi fory y mi money
";1;"Trapper King mucho ice mucho booty
I'm sorry me estoy buscando el money, Ey
Una bitches que esta yummy yummy"
anagabriel;Lo Quiero Todo;"

Yo soy asi, 
un poco amarga, 
un poco dulce, a si soy yo 

Un poco loca 
un poco cuerda 
y es por ti, solo por ti 
solo por ti 

Que yo soy una montaña, 
una estrella, una barca en alta mar 

Pero que daria por tener 
todo, todo, todo el universo 
Y que estes conmigo, ser muy unidos 
ser compañera y amante fiel 

Todo, lo quiero todo 
y no solo un poco de tu amor 

Que estes conmigo, ser muy unidos 
ser compañera y amante fiel 
";0;
sodastereo;Corazn Delator;"

Un señuelo
hay algo oculto en cada sensación
ella parece sospechar parece descubrir en mi
debilidad
los vestigios de una hoguera
oh, mi corazón se vuelve delator
traicionándome

Por descuido
fui víctima de todo alguna vez
ella lo puede percibir ya nada puede impedir en mi
fragilidad
es el curso de las cosas
oh, mi corazón se vuelve delator
se abren mis esposas

un suave látigo
una premonición
dibujan llagas en las manos
un dulce pálpito
la clave intima
se van cayendo de mis labios
(mantra)

Un señuelo
hay algo oculto en cada sensación
ella parece sospechar parece descubrir en mi
que aquel amor
es como un océano de fuego
oh, mi corazón se vuelve delator
la fiebre volverá de nuevo

un suave látigo
una premonición
dibujan llagas en las manos
un dulce pálpito
la clave intima
se van cayendo de mis labios
como un mantra
de mis labios
";0;
polimawestcoast;Fuera De Mi;"

Reporting district
Ignition plus master beat
Level 1-38 in progress
Yeah
No, no, no, no, uh
Activate

Fuera de mí (Yeah)
Demasia'o lejo', 'toy aquí (Yeah)
Lo conseguí (Lo conseguí)
Demasia'o joven pa' morir (Yeh)

Ya obtuve ese monto (What?)
Miro ese precio y no me asombro (Yeah)
Sigo en boca de todo' esos tonto' (What?)
Demasia'o drippin' (Yeh), voy muy hondo (Yeh)
Toqué fondo

Raf Simon', sé que e' brillo (Sé que e' brillo)
Y seguimo' pa' ser millo' (Pa' seguir live)
El destino me hizo frío (Frío, frío, frío, woh)
Ese hielo encima mío (Ice, ice)

You're the last one, complete the mission

Me corto las vena' como un deadstar
A vece' me olvido quien yo soy (Yah)
'Toy follando bitches como un rockstar
Para no olvidarme quien yo soy

Dónde estoy, quién yo soy
Quién yo soy, dónde voy
'Toy follando bitches like a rockstar (What?)
Me corté las vena' like a rockstar
'Toy cogiendo avione' como un rockstar (Yeah)
'Toy follando bitche' like a rockstar (Oh), yeah, yeah

Tanto dinero hay crisis de pánico
Estos síntoma' me tienen pálido
Pero es que esa es la vida del trap
La ansiedad me acelera mi' latido'
Me muevo en los hater' como táctico
Cada paso que doy e' estratégico
Estas perra' no entienden mi léxico
Estas perra' no entienden—
Lleno el bag, 'to e' normal
Sigo sad, más y más, quiero más
Everyday flex
¿Qué hay mañana? No sé
Lo predije, mi dinero estiré
";1;"Me corto las vena' como un deadstar
A vece' me olvido quien yo soy (Yah)
'Toy follando bitches como un rockstar

Me corté las vena' like a rockstar
'Toy cogiendo avione' como un rockstar (Yeah)
'Toy follando bitche' like a rockstar (Oh), yeah, yeah

Me muevo en los hater' como táctico
Cada paso que doy e' estratégico
Estas perra' no entienden mi léxic
"
antonioaguilar;Ay Que Chivo Corazon;"

Ayy...
Ja, ja, ja, ja, ja
Y aquí está su mero, mero
Ua, ua, ja, ja

Ay, que chivo corazón
Ay cuanto me regocija
Con ganas de retozar...
En ese barrio de arriba

Dicen que me has de matar
Ahí con mi consentida...
Poderoso Dios eterno
Que mi suerte no sea así

Allá ya viene mi rival...
Amigo pués que ha queler
Amigo pues que ha queles
Y yo que lo quiero ver

Dicen que me han de matar
A lado de esa mujer...
Poderoso Dios eterno
Que no me cuerme ese wey

Aay... ja, ja, jai, mamá
Aquí está su capote
Y me dice en el natural

Ua, uu, ja, jaa
Ua, ua, ay, mamá

Allá ya viene mi rival
Amigo pues que ha queler
Amigo pués que ha queles
Y yo no lo quiero ver...

Dicen que me han de matar
Al lado de esa mujer...
Poderoso Dios eterno
Que no me mate ese wey...
";0;
aventura;Gracias;"

Yo se que dices que me amas y tambien
Que soy ese romeo de tus sueños
Mi cómplices fanáticas más fieles

Sé muy bien
Que un día me quisieras conocer
Te conformas con tan solo una aventura
Mi chica admiradora escúchenme

Usted me ama solo por mi voz
No merezco su infinito amor

Gracias por admiración (thank you)
Por sus aplauso y tanto amor (amor, amor)
Gracias por tanta atención (it meanz alot)
Aventurera de corazón
(Gracias, gracias)
(Your far to kind)
(Aventura)

Ya sé que a todos mis conciertos me vas a ver
Guardas todas mis poesías en cuaderno
y tu imaginación te hare creer

Que soy el hombre tan perfecto sin saber
Que igual que tu yo tengo mis defectos
Yo soy tu amor platónico ya se

Why gracias por los detalles
Hacer reir y escucharme
Tu favorito cantante
Tu inspiración
Pero me siento culpable
No tengo con que pagarle
Asi que le rindo cuentas con mi cancion

A ti fanatica amable
Why a los que son responsables
Por organizarme los sueños y la illusion

Yo que pensé que en la vida
So lo me amaba mi madre
Me quedo en deduda con muchos por tanto amor
(We got a lot of # 1 fans we love you all)
(Take this boo boo)
(We nastyyy)
(Guillermo gonga)
(Que rico)
(Para todos los fanáticos de la república dominicana, purto rico, mexico venezuela colombia ecuador honduras el salvador why todo centroamerica. Chile y Argentina. Europe!)

Let me find out

A ti fanatica mas bellas
y a los que son responsable
Por organizarme los sueños y mi illusion
Yo que pensé que en la vida
So lo me amaba mi madre
Me quedo en deuda con muchos por tanto amor
(Romoe wifey number 1)
(I see you boo boo)
(Hi hata)
(I love ya too)
(Bananas)
(Enrique)
(Tell em to come get this crown)
(Cría fama y no te duermas. Palabras de romeo)
(Yesssir)
";0;
antonioaguilar;La Celda De Mi Prision;"

Palomita de tus brazo me arrancaron
Tal vez nunca nos volvamos a mirar
Aunque viva yo mi vida prisionero
Ya mi huellas de ti no podrán borrar

En mi celda donde vivo prisionero
Con mi sangre dibuje yo tu retrato
Noche a noche le platicó yo mis penas
Con tristeza tu recuerdo he de llorar

Mancha negra, mancha de mi mala suerte
Ya me cargas y no me quieres soltar
Cuando niño me quitaste a mis padres
Y hoy por pobre a la cárcel fui a parar

Si algún día tu te acuerdas de mi nombre
Yo te ruego que no llores por mi ausencia
En el cielo lo que quiero es la clemencia
Y de ti yo solo quiero tu perdón

Si me matan yo me llevo tu recuerdo
Tu los míos no los vayas a olvidar
Fuiste mía y has de hacerlo mientras vivo
Quien lo evita si fue gusto de los dos
";0;
juangabriel;Zacatecana Linda;"

Antes de que llegaras te esperaba
Deseaba con el alma conocerte
Antes de conocerte ya te amaba
Nunca desespere por eso al verte

Con tanta prisa en mí
Te hable de amores
Al ver tu juventud y tu belleza
Robe a tu cuerpo hermoso los candores
Vi en tus divinos ojos la nobleza

Amarte es un honor bien de mis noches
Jamás te dejare hasta que tú digas
Amor gracias por todo en tus derroches
La vida te la doy sin que me la pidas

Gracias por tanto amor cariño santo
Ojitos de miradas tan hermosas
Nunca te olvides de lo que hoy te canto
Zacatecana linda y primorosa

Ayer, ahora y siempre te repetiré
Lo que yo mas deseo es que el tiempo pare
Estar contigo es el más bonito edén
Si algún día tú me dejas dios me ampare
";0;
badbunny;ANTES QUE SE ACABE;"

(Y que reciban de mí siempre paz, mucha paz)
(Pero sobre todo mucho mucho, mucho, mucho...)

Un día bien, al otro mal
Así es la vida y eso no va cambiar
A veces para sonreír, hay que llorar
Cierra los ojos y aprende a volar, ah

Y antes que se acabe to' esto
Voy a vivir a mi vida, así me muero 'e contento
Y hoy quiero alcohol y sexo en exceso
Pa' darte problema mejor te doy un beso

(Pa' darte problema mejor te doy un beso)

Un shot de amor por la casa, que yo invito
Pa' celebrar que respiramos, eso es un hito
Llorar nunca ha sido un delito
Y los días lluvioso' a veces son los más bonito'

Pero hoy salió el sol
Y me siento mejor, eh-eh
Lo malo pasó, el tiempo es mi doctor
La vida es una movie, soy mi propio director
Prendan, prendan y tráiganme alcohol
Que no tengo tiempo pa' guardar rencor
Yo no cojo lucha y menos si son hardcore
Abraza tu hermano y no mires el color

Que aquí to' somos iguale', eh
Cuanto tú ames, eso es lo que vales
Hoy voy hacer un truco en la long board
Pero si no me sale (Pero si no me sale)
";0;
cafetacuba;El Fin De La Infancia;"

Si nos quieren conquistar,
tendran que quemarnos vivos.
Si nos quieren ver bailar,
a ritmo de cinco siglos.
Al cantar esta cancion tengo algo que contarles,
que desde ahora quiero ser dueño de mis pasos de baile.

Y bailando caballito con la banda cafecitos,
como no lo va a lograr?
Y bailando caballito con la banda cafecitos,
como no lo van a respetar?

Yo no me voy a matar,
por convicciones ajenas,
y si acaso alguien murio,
eso confirma la regla,
de que todas estas tendencias,
nunca nos llevan a nada,
de ahora en adelante,
mandalas para su casa.

Seremos capaces de bailar por nuestra cuenta?
seremos capaces de bailar?
basta ya de interrogar !

La gente dice que el baile,
solo es una diversion,
y artistas extranjeros,
se lleva la comision,
hoy quitare el miedo,
a sentirme en la vanguardia,
sin tener que ir a New York,
para ver allá que pasa.

Para yo tirar la piedra,
no estoy libre de pecado,
con todos los mestizos,
tambien me maleducaron,
por que ya estoy grandecito,
para decidir mi vida,
quinientos años frustrados,
creo que ya fue gran medida


";0;
